"state","species","total"
"North Carolina","Summer Tanager,White-Crowned Sparrow",1
"North Carolina","Summer Tanager,White-Throated Sparrow",1
"North Carolina","Swamp Sparrow,White-Breasted Nuthatch",1
"North Carolina","White-Breasted Nuthatch,White-Throated Sparrow",1
"North Dakota","House Sparrow",2593
"North Dakota","House Finch",2194
"North Dakota","Purple Finch",1274
"North Dakota","Blue Jay",765
"North Dakota","Dark-Eyed Junco",556
"North Dakota","Black-Capped Chickadee",492
"North Dakota","Pine Siskin",460
"North Dakota","American Crow",384
"North Dakota","White-Breasted Nuthatch",374
"North Dakota","Northern Flicker",142
"North Dakota","White-Throated Sparrow",133
"North Dakota","Downy Woodpecker",126
"North Dakota","Red-Winged Blackbird",126
"North Dakota","White-Crowned Sparrow",121
"North Dakota","Hairy Woodpecker",99
"North Dakota","Rose-Breasted Grosbeak",85
"North Dakota","Red-Breasted Nuthatch",78
"North Dakota","American Goldfinch",72
"North Dakota","Brown-Headed Cowbird",70
"North Dakota","Gray Catbird",69
"North Dakota","Golden-Crowned Kinglet",66
"North Dakota","Pine Grosbeak",40
"North Dakota","Feral Pigeon",33
"North Dakota","Song Sparrow",33
"North Dakota","Orange-Crowned Warbler",30
"North Dakota","Red Crossbill",30
"North Dakota","Eurasian Collared Dove",24
"North Dakota","Swamp Sparrow",22
"North Dakota","Common Starling",21
"North Dakota","Common Grackle",20
"North Dakota","Mourning Dove",18
"North Dakota","Red-Headed Woodpecker",16
"North Dakota","House Finch,Pine Siskin",15
"North Dakota","American Crow,House Sparrow",14
"North Dakota","American Goldfinch,House Sparrow",14
"North Dakota","Clay-Colored Sparrow",14
"North Dakota","Chipping Sparrow",13
"North Dakota","Northern Cardinal",12
"North Dakota","House Sparrow,Rose-Breasted Grosbeak",11
"North Dakota","Pine Siskin,Purple Finch",11
"North Dakota","Common Redpoll",9
"North Dakota","House Sparrow,Pine Siskin",9
"North Dakota","Rusty Blackbird",9
"North Dakota","House Finch,Purple Finch",8
"North Dakota","Pileated Woodpecker",8
"North Dakota","Tyrant Flycatcher",8
"North Dakota","Bobolink",6
"North Dakota","Brewers Blackbird",6
"North Dakota","Dark-Eyed Junco,House Sparrow",6
"North Dakota","Hermit Thrush",6
"North Dakota","House Sparrow,White-Crowned Sparrow",6
"North Dakota","Lark Sparrow",6
"North Dakota","Lincolns Sparrow",6
"North Dakota","Baltimore Oriole",5
"North Dakota","House Wren",5
"North Dakota","Scarlet Tanager",5
"North Dakota","Yellow-Headed Blackbird",5
"North Dakota","American Tree Sparrow",4
"North Dakota","Fox Sparrow",4
"North Dakota","Golden-Crowned Kinglet,House Sparrow",4
"North Dakota","House Sparrow,Red-Winged Blackbird",4
"North Dakota","House Sparrow,White-Throated Sparrow",4
"North Dakota","Red-Bellied Woodpecker",4
"North Dakota","Yellow-Bellied Sapsucker",4
"North Dakota","American Crow,Dark-Eyed Junco",3
"North Dakota","American Crow,Pine Siskin",3
"North Dakota","Black-Capped Chickadee,House Sparrow",3
"North Dakota","Bohemian Waxwing",3
"North Dakota","Cedar Waxwing",3
"North Dakota","Evening Grosbeak",3
"North Dakota","Spotted Towhee",3
"North Dakota","Blue Grosbeak",2
"North Dakota","Brown Thrasher",2
"North Dakota","Brown-Headed Cowbird,House Finch",2
"North Dakota","Dark-Eyed Junco,Purple Finch",2
"North Dakota","Eastern Bluebird",2
"North Dakota","Eastern Towhee",2
"North Dakota","Field Sparrow",2
"North Dakota","House Finch,House Sparrow",2
"North Dakota","House Finch,Red Crossbill",2
"North Dakota","House Sparrow,Yellow-Bellied Sapsucker",2
"North Dakota","Indigo Bunting",2
"North Dakota","Orchard Oriole",2
"North Dakota","Pine Siskin,White-Throated Sparrow",2
"North Dakota","American Crow,American Goldfinch",1
"North Dakota","American Crow,Brewers Blackbird",1
"North Dakota","American Crow,Purple Finch",1
"North Dakota","American Crow,Red-Headed Woodpecker",1
"North Dakota","American Crow,Red-Winged Blackbird",1
"North Dakota","American Crow,Rose-Breasted Grosbeak",1
"North Dakota","American Crow,White-Crowned Sparrow",1
"North Dakota","American Crow,White-Throated Sparrow",1
"North Dakota","American Goldfinch,Dark-Eyed Junco",1
"North Dakota","American Goldfinch,Golden-Crowned Kinglet",1
"North Dakota","American Goldfinch,Orchard Oriole",1
"North Dakota","American Goldfinch,Rose-Breasted Grosbeak",1
"North Dakota","American Robin",1
"North Dakota","Black-Billed Magpie",1
"North Dakota","Blue Jay,Common Grackle",1
"North Dakota","Brown-Headed Cowbird,Pine Siskin",1
"North Dakota","Brown-Headed Cowbird,Purple Finch",1
"North Dakota","Brown-Headed Cowbird,Red-Headed Woodpecker",1
"North Dakota","Cedar Waxwing,Common Grackle",1
"North Dakota","Clay-Colored Sparrow,Dark-Eyed Junco",1
"North Dakota","Clay-Colored Sparrow,House Sparrow",1
"North Dakota","Clay-Colored Sparrow,Purple Finch",1
"North Dakota","Common Grackle,House Sparrow",1
"North Dakota","Common Starling,House Finch",1
"North Dakota","Common Starling,House Sparrow",1
"North Dakota","Common Starling,Purple Finch",1
"North Dakota","Dark-Eyed Junco,Eurasian Collared Dove",1
"North Dakota","Dark-Eyed Junco,House Finch",1
"North Dakota","Dark-Eyed Junco,Orange-Crowned Warbler",1
"North Dakota","Dark-Eyed Junco,Pine Siskin",1
"North Dakota","Dark-Eyed Junco,Tyrant Flycatcher",1
"North Dakota","Dickcissel",1
"North Dakota","Feral Pigeon,Hairy Woodpecker",1
"North Dakota","Feral Pigeon,House Finch",1
"North Dakota","Feral Pigeon,House Sparrow",1
"North Dakota","Feral Pigeon,Hummingbird",1
"North Dakota","Field Sparrow,Lincolns Sparrow",1
"North Dakota","Golden-Crowned Kinglet,Hairy Woodpecker",1
"North Dakota","Golden-Crowned Kinglet,Pine Siskin",1
"North Dakota","Gray Catbird,House Sparrow",1
"North Dakota","Gray Catbird,Red-Winged Blackbird",1
"North Dakota","Hermit Thrush,Pine Siskin",1
"North Dakota","House Sparrow,Lincolns Sparrow",1
"North Dakota","House Sparrow,Pileated Woodpecker",1
"North Dakota","House Sparrow,Purple Finch",1
"North Dakota","House Sparrow,Red Crossbill",1
"North Dakota","House Sparrow,Red-Breasted Nuthatch",1
"North Dakota","House Sparrow,Swamp Sparrow",1
"North Dakota","House Sparrow,White-Breasted Nuthatch",1
"North Dakota","Mourning Dove,Rose-Breasted Grosbeak",1
"North Dakota","Pileated Woodpecker,Pine Grosbeak",1
"North Dakota","Pine Siskin,Red-Breasted Nuthatch",1
"North Dakota","Pine Siskin,Rose-Breasted Grosbeak",1
"North Dakota","Pine Siskin,Song Sparrow",1
"North Dakota","Pine Siskin,Swamp Sparrow",1
"North Dakota","Purple Finch,Red-Winged Blackbird",1
"North Dakota","Purple Finch,White-Crowned Sparrow",1
"North Dakota","Red Crossbill,Red-Winged Blackbird",1
"North Dakota","Red-Winged Blackbird,White-Crowned Sparrow",1
"North Dakota","Summer Tanager",1
"North Dakota","Swamp Sparrow,White-Breasted Nuthatch",1
"North Dakota","Wood Thrush",1
"Ohio","Northern Cardinal",342902
"Ohio","House Finch",193613
"Ohio","House Sparrow",138012
"Ohio","Purple Finch",84401
"Ohio","Tufted Titmouse",57849
"Ohio","Common Starling",47550
"Ohio","Eastern Bluebird",38061
"Ohio","Blue Jay",32381
"Ohio","Pine Siskin",31520
"Ohio","Red-Winged Blackbird",26808
"Ohio","American Goldfinch",26236
"Ohio","Carolina Chickadee",25055
"Ohio","Dark-Eyed Junco",23794
"Ohio","Brown-Headed Cowbird",22625
"Ohio","White-Breasted Nuthatch",19875
"Ohio","Black-Capped Chickadee",19536
"Ohio","Evening Grosbeak",13492
"Ohio","Mourning Dove",12822
"Ohio","Red-Bellied Woodpecker",12699
"Ohio","Common Grackle",12332
"Ohio","Rose-Breasted Grosbeak",10772
"Ohio","Northern Mockingbird",9309
"Ohio","Gray Catbird",8901
"Ohio","Song Sparrow",8678
"Ohio","American Robin",6750
"Ohio","Carolina Wren",6328
"Ohio","Pine Warbler",6288
"Ohio","American Crow",5978
"Ohio","Downy Woodpecker",5572
"Ohio","Scarlet Tanager",5014
"Ohio","White-Throated Sparrow",4446
"Ohio","Orchard Oriole",4244
"Ohio","Field Sparrow",4151
"Ohio","Feral Pigeon",3589
"Ohio","Red-Headed Woodpecker",2910
"Ohio","White-Crowned Sparrow",2872
"Ohio","Swamp Sparrow",2695
"Ohio","Indigo Bunting",2433
"Ohio","Eurasian Collared Dove",2162
"Ohio","Baltimore Oriole",1509
"Ohio","Northern Flicker",1403
"Ohio","Summer Tanager",1401
"Ohio","Chipping Sparrow",1299
"Ohio","Fish Crow",1240
"Ohio","House Finch,Purple Finch",1216
"Ohio","Hairy Woodpecker",1159
"Ohio","Eastern Towhee",1151
"Ohio","Red Crossbill",1121
"Ohio","Golden-Crowned Kinglet",1109
"Ohio","Fox Sparrow",1106
"Ohio","House Sparrow,Northern Cardinal",1072
"Ohio","White-Winged Dove",1042
"Ohio","Pileated Woodpecker",970
"Ohio","Red-Breasted Nuthatch",937
"Ohio","Lark Sparrow",620
"Ohio","Evening Grosbeak,House Sparrow",591
"Ohio","House Finch,Pine Siskin",548
"Ohio","House Finch,House Sparrow",520
"Ohio","Brown-Headed Cowbird,House Sparrow",497
"Ohio","House Sparrow,Purple Finch",478
"Ohio","Pine Siskin,Purple Finch",469
"Ohio","Lincolns Sparrow",465
"Ohio","Orange-Crowned Warbler",422
"Ohio","Cedar Waxwing",393
"Ohio","House Finch,Northern Cardinal",386
"Ohio","Bobolink",365
"Ohio","Yellow-Bellied Sapsucker",336
"Ohio","Northern Cardinal,Purple Finch",284
"Ohio","House Wren",273
"Ohio","American Tree Sparrow",270
"Ohio","American Crow,House Sparrow",268
"Ohio","Common Redpoll",243
"Ohio","Dark-Eyed Junco,House Sparrow",240
"Ohio","House Sparrow,Rose-Breasted Grosbeak",226
"Ohio","American Goldfinch,House Sparrow",225
"Ohio","Rusty Blackbird",200
"Ohio","Common Starling,Red-Winged Blackbird",172
"Ohio","Brown-Headed Cowbird,House Finch",170
"Ohio","Tyrant Flycatcher",167
"Ohio","Blue Grosbeak",164
"Ohio","Brown-Headed Cowbird,Northern Cardinal",159
"Ohio","House Sparrow,Red-Winged Blackbird",159
"Ohio","House Sparrow,Mourning Dove",149
"Ohio","House Sparrow,Pine Warbler",146
"Ohio","Ruby-Crowned Kinglet",146
"Ohio","Brown-Headed Cowbird,Eastern Bluebird",145
"Ohio","House Sparrow,Tufted Titmouse",142
"Ohio","House Sparrow,White-Throated Sparrow",137
"Ohio","House Sparrow,Pine Siskin",130
"Ohio","Common Starling,House Sparrow",127
"Ohio","American Goldfinch,House Finch",117
"Ohio","American Goldfinch,Northern Cardinal",117
"Ohio","Brown-Headed Cowbird,Red-Winged Blackbird",116
"Ohio","Brown-Headed Cowbird,Purple Finch",112
"Ohio","Evening Grosbeak,Northern Cardinal",112
"Ohio","Blue Jay,Eastern Bluebird",108
"Ohio","Eastern Bluebird,House Sparrow",108
"Ohio","Northern Cardinal,Pine Siskin",108
"Ohio","American Crow,Brown-Headed Cowbird",104
"Ohio","American Goldfinch,Purple Finch",100
"Ohio","Feral Pigeon,House Sparrow",98
"Ohio","Field Sparrow,House Sparrow",91
"Ohio","Hummingbird",90
"Ohio","Blue Jay,House Sparrow",88
"Ohio","Carolina Wren,House Sparrow",87
"Ohio","Brewers Blackbird",86
"Ohio","Common Grackle,House Sparrow",86
"Ohio","Indigo Bunting,Northern Cardinal",85
"Ohio","Brown-Headed Cowbird,Evening Grosbeak",82
"Ohio","Eastern Bluebird,Evening Grosbeak",74
"Ohio","House Sparrow,White-Crowned Sparrow",73
"Ohio","Dark-Eyed Junco,Eastern Bluebird",72
"Ohio","Carolina Chickadee,House Sparrow",70
"Ohio","House Sparrow,Orchard Oriole",70
"Ohio","Brown-Headed Cowbird,Common Starling",69
"Ohio","House Finch,Rose-Breasted Grosbeak",69
"Ohio","Dark-Eyed Junco,Northern Cardinal",66
"Ohio","Northern Cardinal,Rose-Breasted Grosbeak",65
"Ohio","Brown Thrasher",62
"Ohio","Eurasian Collared Dove,House Sparrow",62
"Ohio","Gray Catbird,House Sparrow",62
"Ohio","House Sparrow,Red-Headed Woodpecker",62
"Ohio","House Sparrow,Indigo Bunting",61
"Ohio","House Sparrow,Scarlet Tanager",57
"Ohio","Eastern Bluebird,Mourning Dove",56
"Ohio","American Crow,Evening Grosbeak",55
"Ohio","Winter Wren",55
"Ohio","Northern Cardinal,Pine Warbler",54
"Ohio","American Crow,Red-Winged Blackbird",52
"Ohio","Black-Capped Chickadee,House Sparrow",52
"Ohio","Clay-Colored Sparrow",51
"Ohio","Eastern Bluebird,Tufted Titmouse",51
"Ohio","Common Grackle,Eastern Bluebird",50
"Ohio","House Finch,Tufted Titmouse",47
"Ohio","Common Starling,Rose-Breasted Grosbeak",46
"Ohio","Eastern Bluebird,Northern Cardinal",46
"Ohio","Eastern Towhee,House Sparrow",46
"Ohio","Eurasian Collared Dove,Mourning Dove",44
"Ohio","Evening Grosbeak,House Finch",44
"Ohio","House Finch,Pine Warbler",44
"Ohio","American Goldfinch,Evening Grosbeak",43
"Ohio","House Sparrow,Swamp Sparrow",43
"Ohio","American Goldfinch,Brown-Headed Cowbird",41
"Ohio","Dark-Eyed Junco,House Finch",40
"Ohio","Fish Crow,House Sparrow",40
"Ohio","Mourning Dove,Northern Cardinal",40
"Ohio","American Crow,Common Starling",39
"Ohio","American Crow,Northern Cardinal",39
"Ohio","Evening Grosbeak,Purple Finch",39
"Ohio","Golden-Crowned Kinglet,House Sparrow",38
"Ohio","Brown-Headed Cowbird,Common Grackle",37
"Ohio","Hermit Thrush",37
"Ohio","Brown-Headed Cowbird,Dark-Eyed Junco",36
"Ohio","Common Grackle,Common Starling",36
"Ohio","Dark-Eyed Junco,Evening Grosbeak",36
"Ohio","Pine Warbler,Purple Finch",36
"Ohio","Wood Thrush",35
"Ohio","American Crow,Eastern Bluebird",34
"Ohio","Brown-Headed Cowbird,Tufted Titmouse",34
"Ohio","Carolina Chickadee,Northern Cardinal",34
"Ohio","Evening Grosbeak,Mourning Dove",34
"Ohio","House Finch,Red-Headed Woodpecker",34
"Ohio","House Finch,Red-Winged Blackbird",34
"Ohio","Evening Grosbeak,Red-Winged Blackbird",33
"Ohio","Northern Cardinal,Tufted Titmouse",33
"Ohio","Common Starling,Feral Pigeon",32
"Ohio","Eastern Bluebird,Purple Finch",32
"Ohio","House Sparrow,White-Breasted Nuthatch",32
"Ohio","Dickcissel",31
"Ohio","House Finch,Mourning Dove",31
"Ohio","Yellow-Throated Warbler",31
"Ohio","American Goldfinch,Pine Siskin",30
"Ohio","Evening Grosbeak,Rose-Breasted Grosbeak",30
"Ohio","Field Sparrow,House Finch",30
"Ohio","Carolina Chickadee,House Finch",29
"Ohio","House Finch,Orchard Oriole",29
"Ohio","Northern Cardinal,Red-Winged Blackbird",29
"Ohio","Northern Cardinal,White-Throated Sparrow",29
"Ohio","House Finch,Pileated Woodpecker",28
"Ohio","House Finch,Scarlet Tanager",28
"Ohio","Brown-Headed Cowbird,Mourning Dove",27
"Ohio","Purple Finch,Rose-Breasted Grosbeak",27
"Ohio","Purple Finch,Tufted Titmouse",27
"Ohio","Brown-Headed Cowbird,Feral Pigeon",26
"Ohio","House Sparrow,Pileated Woodpecker",26
"Ohio","Northern Cardinal,Scarlet Tanager",26
"Ohio","Brown-Headed Cowbird,Rose-Breasted Grosbeak",25
"Ohio","Common Grackle,House Finch",25
"Ohio","Common Grackle,Red-Winged Blackbird",25
"Ohio","Dark-Eyed Junco,Purple Finch",25
"Ohio","Black-Capped Chickadee,Northern Cardinal",24
"Ohio","Common Starling,House Finch",24
"Ohio","Eastern Bluebird,Orchard Oriole",24
"Ohio","Eastern Bluebird,Pine Warbler",24
"Ohio","Eastern Bluebird,Red-Winged Blackbird",24
"Ohio","Northern Cardinal,Pileated Woodpecker",24
"Ohio","Orchard Oriole,Purple Finch",24
"Ohio","Brown-Headed Cowbird,Orchard Oriole",23
"Ohio","Evening Grosbeak,Tufted Titmouse",23
"Ohio","Field Sparrow,Northern Cardinal",23
"Ohio","Carolina Wren,Northern Cardinal",22
"Ohio","Eastern Bluebird,House Finch",22
"Ohio","Eastern Towhee,Northern Cardinal",22
"Ohio","Brown Creeper",21
"Ohio","Chipping Sparrow,House Sparrow",21
"Ohio","Common Starling,Purple Finch",21
"Ohio","Common Starling,Yellow-Bellied Sapsucker",21
"Ohio","House Finch,Indigo Bunting",21
"Ohio","House Sparrow,Lark Sparrow",21
"Ohio","Bobolink,House Sparrow",20
"Ohio","Brown-Headed Cowbird,Fish Crow",20
"Ohio","Downy Woodpecker,Northern Cardinal",20
"Ohio","Feral Pigeon,House Finch",20
"Ohio","House Sparrow,Northern Mockingbird",20
"Ohio","House Sparrow,Summer Tanager",20
"Ohio","Indigo Bunting,Purple Finch",20
"Ohio","Blue Jay,Brown-Headed Cowbird",19
"Ohio","Brown-Headed Cowbird,Pine Siskin",19
"Ohio","Evening Grosbeak,Orchard Oriole",19
"Ohio","Evening Grosbeak,Pine Warbler",19
"Ohio","Mourning Dove,Purple Finch",19
"Ohio","Northern Cardinal,Red-Headed Woodpecker",19
"Ohio","Purple Finch,Red-Winged Blackbird",19
"Ohio","Purple Finch,Scarlet Tanager",19
"Ohio","American Crow,House Finch",18
"Ohio","American Goldfinch,Eastern Bluebird",18
"Ohio","Blue Jay,Tufted Titmouse",18
"Ohio","Brown-Headed Cowbird,Pine Warbler",18
"Ohio","House Finch,Red Crossbill",18
"Ohio","House Sparrow,Red-Bellied Woodpecker",18
"Ohio","American Crow,Rose-Breasted Grosbeak",17
"Ohio","American Goldfinch,Pine Warbler",17
"Ohio","Eastern Bluebird,Northern Mockingbird",17
"Ohio","Evening Grosbeak,Pine Siskin",17
"Ohio","House Finch,Swamp Sparrow",17
"Ohio","Common Grackle,Northern Cardinal",16
"Ohio","Common Starling,Northern Flicker",16
"Ohio","Feral Pigeon,Northern Cardinal",16
"Ohio","House Sparrow,White-Winged Dove",16
"Ohio","Purple Finch,White-Throated Sparrow",16
"Ohio","Yellow-Headed Blackbird",16
"Ohio","Blue Jay,Northern Cardinal",15
"Ohio","Brown-Headed Cowbird,Carolina Chickadee",15
"Ohio","Carolina Chickadee,Purple Finch",15
"Ohio","Common Starling,Evening Grosbeak",15
"Ohio","Dark-Eyed Junco,Tufted Titmouse",15
"Ohio","Eastern Bluebird,Eurasian Collared Dove",15
"Ohio","Eastern Bluebird,Gray Catbird",15
"Ohio","Pileated Woodpecker,Purple Finch",15
"Ohio","Red-Winged Blackbird,Rose-Breasted Grosbeak",15
"Ohio","American Crow,Fish Crow",14
"Ohio","Brown-Headed Cowbird,Gray Catbird",14
"Ohio","Brown-Headed Cowbird,Indigo Bunting",14
"Ohio","Dark-Eyed Junco,Pine Siskin",14
"Ohio","Eastern Bluebird,Red-Headed Woodpecker",14
"Ohio","Fish Crow,Red-Winged Blackbird",14
"Ohio","Northern Cardinal,Orchard Oriole",14
"Ohio","Purple Finch,Song Sparrow",14
"Ohio","American Crow,American Goldfinch",13
"Ohio","American Crow,Blue Jay",13
"Ohio","American Goldfinch,Black-Capped Chickadee",13
"Ohio","Common Starling,Red-Headed Woodpecker",13
"Ohio","Evening Grosbeak,Field Sparrow",13
"Ohio","Feral Pigeon,Red-Winged Blackbird",13
"Ohio","House Finch,Summer Tanager",13
"Ohio","Northern Cardinal,White-Breasted Nuthatch",13
"Ohio","Purple Finch,Red-Headed Woodpecker",13
"Ohio","American Crow,Purple Finch",12
"Ohio","Blue Jay,Common Grackle",12
"Ohio","Cedar Waxwing,House Sparrow",12
"Ohio","Common Starling,Fish Crow",12
"Ohio","Common Starling,Northern Cardinal",12
"Ohio","Common Starling,Pine Siskin",12
"Ohio","Dark-Eyed Junco,Red-Winged Blackbird",12
"Ohio","Eastern Bluebird,Indigo Bunting",12
"Ohio","Feral Pigeon,Mourning Dove",12
"Ohio","Feral Pigeon,Purple Finch",12
"Ohio","Gray Catbird,Northern Cardinal",12
"Ohio","House Finch,Red-Bellied Woodpecker",12
"Ohio","House Finch,White-Breasted Nuthatch",12
"Ohio","House Sparrow,Red Crossbill",12
"Ohio","Indigo Bunting,Red-Winged Blackbird",12
"Ohio","Purple Finch,Swamp Sparrow",12
"Ohio","American Crow,Northern Flicker",11
"Ohio","American Crow,Tufted Titmouse",11
"Ohio","American Goldfinch,Tufted Titmouse",11
"Ohio","Black-Capped Chickadee,Dark-Eyed Junco",11
"Ohio","Blue Jay,Evening Grosbeak",11
"Ohio","Brown-Headed Cowbird,Red-Headed Woodpecker",11
"Ohio","Eastern Bluebird,Red-Bellied Woodpecker",11
"Ohio","Eastern Bluebird,Rose-Breasted Grosbeak",11
"Ohio","Eurasian Collared Dove,House Finch",11
"Ohio","Evening Grosbeak,Indigo Bunting",11
"Ohio","Gray Catbird,House Finch",11
"Ohio","House Finch,Northern Mockingbird",11
"Ohio","House Finch,Song Sparrow",11
"Ohio","House Finch,White-Throated Sparrow",11
"Ohio","Orchard Oriole,Pine Siskin",11
"Ohio","Pine Warbler,Rose-Breasted Grosbeak",11
"Ohio","American Crow,Dark-Eyed Junco",10
"Ohio","American Crow,Pine Warbler",10
"Ohio","American Goldfinch,Dark-Eyed Junco",10
"Ohio","American Goldfinch,Eurasian Collared Dove",10
"Ohio","Black-Capped Chickadee,Purple Finch",10
"Ohio","Brown-Headed Cowbird,White-Throated Sparrow",10
"Ohio","Common Grackle,Purple Finch",10
"Ohio","Common Starling,Tufted Titmouse",10
"Ohio","Eastern Towhee,House Finch",10
"Ohio","Eurasian Collared Dove,Northern Cardinal",10
"Ohio","Evening Grosbeak,Fish Crow",10
"Ohio","Evening Grosbeak,Gray Catbird",10
"Ohio","Feral Pigeon,Tufted Titmouse",10
"Ohio","Field Sparrow,Pine Siskin",10
"Ohio","Field Sparrow,Purple Finch",10
"Ohio","Field Sparrow,Tufted Titmouse",10
"Ohio","Golden-Crowned Sparrow",10
"Ohio","Northern Cardinal,Summer Tanager",10
"Ohio","Pine Siskin,Pine Warbler",10
"Ohio","Pine Siskin,Red Crossbill",10
"Ohio","Pine Siskin,Red-Headed Woodpecker",10
"Ohio","Pine Siskin,Rose-Breasted Grosbeak",10
"Ohio","American Crow,Common Grackle",9
"Ohio","American Goldfinch,Rose-Breasted Grosbeak",9
"Ohio","Black-Capped Chickadee,House Finch",9
"Ohio","Blue Jay,Carolina Chickadee",9
"Ohio","Blue Jay,Common Starling",9
"Ohio","Blue Jay,Feral Pigeon",9
"Ohio","Blue Jay,House Finch",9
"Ohio","Blue Jay,Purple Finch",9
"Ohio","Blue Jay,Red-Winged Blackbird",9
"Ohio","Blue Jay,White-Breasted Nuthatch",9
"Ohio","Brown-Headed Cowbird,White-Breasted Nuthatch",9
"Ohio","Carolina Chickadee,Tufted Titmouse",9
"Ohio","Clay-Colored Sparrow,House Sparrow",9
"Ohio","Common Grackle,Evening Grosbeak",9
"Ohio","Common Starling,Dark-Eyed Junco",9
"Ohio","Dark-Eyed Junco,Rose-Breasted Grosbeak",9
"Ohio","Eastern Bluebird,Feral Pigeon",9
"Ohio","Eastern Bluebird,White-Breasted Nuthatch",9
"Ohio","Evening Grosbeak,Scarlet Tanager",9
"Ohio","Mourning Dove,Tufted Titmouse",9
"Ohio","Northern Cardinal,White-Crowned Sparrow",9
"Ohio","Pine Siskin,Summer Tanager",9
"Ohio","Red-Headed Woodpecker,Tufted Titmouse",9
"Ohio","Red-Winged Blackbird,Tufted Titmouse",9
"Ohio","Tufted Titmouse,White-Breasted Nuthatch",9
"Ohio","American Crow,Carolina Chickadee",8
"Ohio","American Crow,Scarlet Tanager",8
"Ohio","American Crow,White-Throated Sparrow",8
"Ohio","American Goldfinch,Orchard Oriole",8
"Ohio","Black-Capped Chickadee,Rose-Breasted Grosbeak",8
"Ohio","Blue Jay,Mourning Dove",8
"Ohio","Carolina Wren,Evening Grosbeak",8
"Ohio","Common Starling,Mourning Dove",8
"Ohio","Common Starling,Orchard Oriole",8
"Ohio","Common Starling,Pine Warbler",8
"Ohio","Dark-Eyed Junco,Orchard Oriole",8
"Ohio","Downy Woodpecker,Purple Finch",8
"Ohio","Eastern Bluebird,Field Sparrow",8
"Ohio","Eastern Towhee,Evening Grosbeak",8
"Ohio","Evening Grosbeak,White-Throated Sparrow",8
"Ohio","Gray Catbird,Tufted Titmouse",8
"Ohio","House Sparrow,Song Sparrow",8
"Ohio","Northern Cardinal,Red-Bellied Woodpecker",8
"Ohio","Purple Finch,Red Crossbill",8
"Ohio","Purple Finch,Summer Tanager",8
"Ohio","American Crow,Feral Pigeon",7
"Ohio","American Goldfinch,Mourning Dove",7
"Ohio","American Goldfinch,Red-Winged Blackbird",7
"Ohio","Black-Capped Chickadee,Tufted Titmouse",7
"Ohio","Blue Jay,Dark-Eyed Junco",7
"Ohio","Bobolink,Common Starling",7
"Ohio","Bobolink,Northern Cardinal",7
"Ohio","Brown-Headed Cowbird,Carolina Wren",7
"Ohio","Brown-Headed Cowbird,Evening Grosbeak,House Sparrow",7
"Ohio","Brown-Headed Cowbird,Scarlet Tanager",7
"Ohio","Carolina Chickadee,Common Starling",7
"Ohio","Carolina Wren,Purple Finch",7
"Ohio","Common Grackle,Dark-Eyed Junco",7
"Ohio","Common Grackle,Downy Woodpecker",7
"Ohio","Common Grackle,Indigo Bunting",7
"Ohio","Common Grackle,Tufted Titmouse",7
"Ohio","Common Starling,Eastern Bluebird",7
"Ohio","Common Starling,Hairy Woodpecker",7
"Ohio","Downy Woodpecker,House Sparrow",7
"Ohio","Eastern Bluebird,Fish Crow",7
"Ohio","Eurasian Collared Dove,Evening Grosbeak",7
"Ohio","Eurasian Collared Dove,Tufted Titmouse",7
"Ohio","Evening Grosbeak,Red-Headed Woodpecker",7
"Ohio","Feral Pigeon,Rose-Breasted Grosbeak",7
"Ohio","Fish Crow,House Finch",7
"Ohio","Fish Crow,Purple Finch",7
"Ohio","House Finch,Yellow-Bellied Sapsucker",7
"Ohio","House Sparrow,Yellow-Bellied Sapsucker",7
"Ohio","Indigo Bunting,Pine Siskin",7
"Ohio","Lincolns Sparrow,Purple Finch",7
"Ohio","Mourning Dove,Rose-Breasted Grosbeak",7
"Ohio","Northern Cardinal,Northern Mockingbird",7
"Ohio","Orchard Oriole,Pine Warbler",7
"Ohio","Pine Siskin,Red-Winged Blackbird",7
"Ohio","Pine Siskin,Tufted Titmouse",7
"Ohio","Red-Headed Woodpecker,Red-Winged Blackbird",7
"Ohio","Rose-Breasted Grosbeak,Tufted Titmouse",7
"Ohio","American Crow,Gray Catbird",6
"Ohio","American Crow,Pine Siskin",6
"Ohio","American Crow,Red-Headed Woodpecker",6
"Ohio","American Goldfinch,Carolina Chickadee",6
"Ohio","American Goldfinch,Scarlet Tanager",6
"Ohio","Baltimore Oriole,House Finch",6
"Ohio","Blue Grosbeak,House Finch",6
"Ohio","Blue Jay,Pine Siskin",6
"Ohio","Brown-Headed Cowbird,Eurasian Collared Dove",6
"Ohio","Brown-Headed Cowbird,Pileated Woodpecker",6
"Ohio","Carolina Chickadee,Feral Pigeon",6
"Ohio","Carolina Wren,Eastern Bluebird",6
"Ohio","Carolina Wren,House Finch",6
"Ohio","Cedar Waxwing,Eastern Bluebird",6
"Ohio","Common Grackle,Mourning Dove",6
"Ohio","Common Grackle,Rose-Breasted Grosbeak",6
"Ohio","Common Redpoll,House Finch",6
"Ohio","Common Redpoll,Purple Finch",6
"Ohio","Common Starling,Indigo Bunting",6
"Ohio","Common Starling,Scarlet Tanager",6
"Ohio","Dark-Eyed Junco,Feral Pigeon",6
"Ohio","Dark-Eyed Junco,Pine Warbler",6
"Ohio","Dark-Eyed Junco,White-Throated Sparrow",6
